Author,Title,Sourcetitle,Volume,Issue,Pagestart,Pageend
"Kelly, B.C.; Wells, B.E.; LeClair, A.; Tracy, D.; Parsons, J.T.; Golub, S.A.",Prevalence and correlates of prescription drug misuse among socially active young adults,International Journal of Drug Policy,24,4,297,303
"Lewis, R.D.; Meyer, M.C.; Lehman, S.C.; Trowbridge, F.L.; Bason, J.J.; Yurman, K.H.; Yin, Z.","Prevalence and degree of childhood and adolescent overweight in rural, urban, and suburban Georgia",Journal of School Health,76,4,126,132
"Al Hasan, S.M.; Toriola, A.T.",Prevalence and Determinants of Mammography Use among Women Aged 40 to 49 Years in the United States,Cancer Epidemiology Biomarkers and Prevention,34,10,1759,1770
"Seedat, S.; Sengwayo, M.; Gani, S.; Mashego, L.; Ochayon, J.; Shepard, A.; Vergie, C.; Masango, M.; Makuapane, L.P.; Wagner, F.; Wagner, R.G.",Prevalence and determinants of suicidal ideation among South African Health Sciences students at the onset of the COVID-19 pandemic,Frontiers in Psychiatry,16,,,
"Spaulding, E.M.; Fang, M.; Commodore-Mensah, Y.; Dennison Himmelfarb, C.R.; Martin, S.S.; Coresh, J.",Prevalence and Disparities in Telehealth Use Among US Adults Following the COVID-19 Pandemic: National Cross-Sectional Survey,Journal of Medical Internet Research,26,,,
"van Arsdale, A.; Rosenbaum, D.; Kaur, G.; Pinto, P.; Kuo, D.Y.-S.; Barrera, R.; Goldberg, G.L.; Nevadunsky, N.S.",Prevalence and factors associated with cognitive deficit in women with gynecologic malignancies,Gynecologic Oncology,141,2,323,328
"Tripathi, S.; Gladfelter, T.R.",Prevalence and factors associated with indwelling non-utilized (Idle) central vascular access devices across all age groups,Journal of Infusion Nursing,44,5,282,288
"McGowan, E.C.; Keller, J.P.; Dellon, E.S.; Peng, R.; Keet, C.A.",Prevalence and geographic distribution of pediatric eosinophilic esophagitis in the 2012 US Medicaid population,Journal of Allergy and Clinical Immunology: In Practice,8,8,2796,2.80E+07
"Ashana, D.C.; Hart, J.L.; Johnson, K.S.; Briggs, E.C.; Parish, A.; Olsen, M.K.; Jaggers, J.; Tiver, G.A.; Summer, A.; Ramadurai, D.; N.; B.; Purbeck, C.A.; Ramos, K.; Bah, M.S.; Cox, C.E.",Prevalence and Impact of Traumatic Life Events among Black and White Family Members of Intensive Care Unit Patients,Annals of the American Thoracic Society,22,11,1720,1728
"Eaton, W.W.; Kalaydjian, A.; Scharfstein, D.O.; Mezuk, B.; Ding, Y.","Prevalence and incidence of depressive disorder: The Baltimore ECA follow-up, 1981-2005",Acta Psychiatrica Scandinavica,116,3,182,188
"Ramamoorthy, V.; Rubens, M.; Saxena, A.; Bhatt, C.; Das, S.; Appunni, S.; Veledar, E.; McGranaghan, P.; Shehadeh, N.; Viamonte-Ros, A.; Linhares, Y.; Odia, Y.; Kotecha, R.; Mehta, M.P.",Prevalence and Inpatient Hospital Outcomes of Malignancy-Related Ascites in the United States,American Journal of Hospice and Palliative Medicine,38,1,47,53
"Brown, Anne E.",Prevalence and Mechanisms of Discrimination: Evidence from the Ride-Hail and Taxi Industries,JOURNAL OF PLANNING EDUCATION AND RESEARCH,43,2,268,280
"Chiu, G.R.; Lutfey, K.E.; Litman, H.J.; Link, C.L.; Hall, S.A.; McKinlay, J.B.","Prevalence and overlap of childhood and adult physical, sexual, and emotional abuse: A descriptive analysis of results from the boston area community health (BACH) survey",Violence and Victims,28,3,381,402
"Chandna, S.; Raj, K.; Agrawal, A.; Nanda, S.; Pillai, K.J.; Bhagat, U.; Bajaj, S.; Raoof, S.; Mehta, A.C.",Prevalence and patient risk factors for pneumothorax in COVID-19 and in influenza pneumonia: a nationwide comparative analysis,Journal of Thoracic Disease,16,6,3593,3605
"Peskin, M.F.; Markham, C.M.; Addy, R.C.; Shegog, R.; Thiel, M.; Tortolero, S.R.",Prevalence and patterns of sexting among ethnic minority urban high school students,"Cyberpsychology, Behavior, and Social Networking",16,6,454,459
"Hannan, K.E.; Bourque, S.L.; Palmer, C.; Tong, S.; Hwang, S.S.",Prevalence and predictors of medical complexity in a national sample of VLBW infants,Hospital Pediatrics,11,5,525,535
"Colvin, K.; Potts, W.; Heinlein, E.; Himelhoch, S.",Prevalence and Predictors of Medical Mistrust Among African Americans with Serious Mental Illness Receiving Care in an Urban Setting,Community Mental Health Journal,60,3,438,441
"Hall, M.J.; Park, C.Y.; Ruth, K.J.; Kelly, P.J.A.; Singley, K.; Luck, C.C.; Chertock, Y.; Bauerle Bass, S.",Prevalence and Predictors of Medical Mistrust Among Socioeconomically and Racially Diverse Cancer Patients in Philadelphia,Cancers,17,4,,
"Legro, R.S.; Kunselman, A.R.; Dodson, W.C.; Dunaif, A.","Prevalence and predictors of risk for type 2 diabetes mellitus and impaired glucose tolerance in polycystic ovary syndrome: A prospective, controlled study in 254 affected women",Journal of Clinical Endocrinology and Metabolism,84,1,165,169
"Brenner, R.A.; Simons-Morton, B.G.; Bhaskar, B.; Mehta, N.; Melnick, V.L.; Revenis, M.; Berendes, H.W.; Clemens, J.D.",Prevalence and predictors of the prone sleep position among inner-city infants,JAMA,280,4,341,346
"Lindberg, S.; Anderson, C.; Pillai, P.; Tandias, A.; Arndt, B.; Hanrahan, L.",Prevalence and predictors of unhealthy weight gain in pregnancy,Wisconsin Medical Journal,115,5,233,237
"Waldron, F.A.; Benenson, I.; Jones-Dillon, S.A.; Zinzuwadia, S.N.; Adeboye, A.M.; Eris, E.; Mbadugha, N.E.; Vicente, N.; Over, A.",Prevalence and risk factors for hypertensive crisis in a predominantly African American inner-city community,Blood Pressure,28,2,114,123
"Akoh, C.C.; Pressman, E.K.; Cooper, E.; Queenan, R.A.; Pillittere, J.; O'Brien, K.O.",Prevalence and Risk Factors for Infections in a Pregnant Adolescent Population,Journal of Pediatric and Adolescent Gynecology,30,1,71,75
"Boulger, J.K.; Hinami, K.; Lyons, T.; Nowinski-Konchak, J.",Prevalence and risk factors for opioid related mortality among probation clients in an American city,Journal of Substance Abuse Treatment,137,,,
"Katz, J.; Tielsch, J.M.; Sommer, A.",Prevalence and risk factors for refractive errors in an adult inner city population,Investigative Ophthalmology and Visual Science,38,2,334,340
"Drummond, M.B.; Kirk, G.D.; Astemborski, J.; McCormack, M.C.; Marshall, M.M.; Mehta, S.H.; Wise, R.A.; Merlo, C.A.",Prevalence and risk factors for unrecognized obstructive lung disease among urban drug users,International Journal of COPD,6,1,89,95
"de Leon, E.M.; Jacober, S.J.; Sobel, J.D.; Foxman, B.",Prevalence and risk factors for vaginal Candida colonization in women with type 1 and type 2 diabetes,BMC Infectious Diseases,2,,,
"Lim, A.; Stewart, J.; Chui, T.-Y.; Lin, M.; Ray, K.; Lietman, T.; Porco, T.; Jung, L.; Seiff, S.; Lin, S.",Prevalence and risk factors of diabetic retinopathy in a multi-racial underserved population,Ophthalmic Epidemiology,15,6,402,409
"Stephens, M.D.; Gazmararian, J.A.; Khakharia, A.",Prevalence and risk factors of post-acute sequelae of COVID-19 among United States Veterans,Annals of Epidemiology,89,,1,7
"Craig, R.G.; Boylan, R.; Yip, J.; Bamgboye, P.; Koutsoukos, J.; Mijares, D.; Ferrer, J.; Imam, M.; Socransky, S.S.; Haffajee, A.D.",Prevalence and risk indicators for destructive periodontal diseases in 3 urban American minority populations,Journal of Clinical Periodontology,28,6,524,535
"Li, Y.; Lee, S.; Hujoel, P.; Su, M.; Zhang, W.; Kim, J.; Zhang, Y.P.; DeVizio, W.",Prevalence and severity of gingivitis in American adults,American Journal of Dentistry,23,1,9,13
"Singh, G.K.; DiBari, J.N.; Lee, H.","Prevalence and Social and Built Environmental Determinants of Maternal Prepregnancy Obesity in 68 Major Metropolitan Cities of the United States, 2013-2017",Journal of Environmental and Public Health,,,,
"Gerstman, B.B.; Bosco, L.A.; Tomita, D.K.; Gross, T.P.; Shaw, M.M.","Prevalence and treatment of asthma in the Michigan Medicaid patient population younger than 45 years, 1980-1987",Journal of Allergy and Clinical Immunology,83,6,1032,1039
"Russell-Briefel, R.; Ezzati, T.; Perlman, J.","Prevalence and trends in oral contraceptive use in premenopausal females ages 12-54 years, United States, 1971-81",American Journal of Public Health,75,10,1173,1176
"Aldous, A.M.; Castel, A.D.; Parenti, D.M.","Prevalence and trends in transmitted and acquired antiretroviral drug resistance, Washington, DC, 1999-2015",BMC Research Notes,10,1,,
"Orces, C.H.; Montalván, M.; Tettamanti, D.",Prevalence of abdominal obesity and its association with cardio metabolic risk factors among older adults in Ecuador,Diabetes and Metabolic Syndrome: Clinical Research and Reviews,11,,S727,S733
"Varma, R.; Choudhury, F.; Chen, S.; Wu, S.; Hsu, C.; Torres, M.; Klein, R.; Azen, S.P.; McKean-Cowdin, R.; Dinh, D.; Jiang, R.; Sun, J.; Wang, D.; Wang, Y.P.; Wong, J.; Desai, R.; John, L.V.; Cheng, M.; Meuer, S.M.; Sommer, A.; Coleman, A.; Han, D.; Hanis, C.; Wideroff, L.; Young, T.",Prevalence of age-related macular degeneration in Chinese American Adults: The Chinese American eye study,JAMA Ophthalmology,134,5,571,577
"Lans, A.; Bales, J.R.; Tobert, D.G.; Rossi, L.P.; Verlaan, J.-J.; Schwab, J.H.",Prevalence of and factors associated with limited health literacy in spine patients,Spine Journal,23,3,440,447
"Pitetti, R.D.; Lovallo, A.; Hickey, R.",Prevalence of anemia in children presenting with apparent life-threatening events,Academic Emergency Medicine,12,10,926,931
"Frazier, J.C.; Loveland, K.M.; Zimmerman, H.J.; Helgerson, S.D.; Harwell, T.S.","Prevalence of asthma among adults in metropolitan versus nonmetropolitan areas in Montana, 2009",Preventing Chronic Disease,9,1,,
"Webber, M.P.; Carpiniello, K.E.; Oruwariye, T.; Appel, D.K.",Prevalence of asthma and asthma-like symptoms in inner-city elementary schoolchildren,Pediatric Pulmonology,34,2,105,111
"Mak, H.; Johnston, P.; Abbey, H.; Talamo, R.C.",Prevalence of asthma and health service utilization of asthmatic children in an inner city,Journal of Allergy and Clinical Immunology,70,5,367,372
"Summers, R.L.",Prevalence of atypical chest pain descriptions in a population from the southern United States,American Journal of the Medical Sciences,318,3,142,145
"Yeargin-Allsopp, M.; Rice, C.; Karapurkar, T.; Doernberg, N.; Boyle, C.; Murphy, C.",Prevalence of autism in a US metropolitan area,JAMA,289,1,49,55
"Wallis, K.E.; Adebajo, T.; Bennett, A.E.; Drye, M.; Gerdes, M.; Miller, J.S.; Guthrie, W.",Prevalence of autism spectrum disorder in a large pediatric primary care network,Autism,27,6,1840,1846
"Shenouda, J.; Barrett, E.; Davidow, A.L.; Halperin, W.; Silenzio, V.M.B.; Zahorodny, W.","Prevalence of autism spectrum disorder in a large, diverse metropolitan area: Variation by sociodemographic factors",Autism Research,15,1,146,155
"Agarwal, A.K.; Seeburger, E.F.; O'Neill, G.; Nwakanma, C.C.; Marsh, L.E.; Soltany, K.A.; South, E.C.; Friedman, A.B.",Prevalence of Behavioral Flags in the Electronic Health Record among Black and White Patients Visiting the Emergency Department,JAMA Network Open,6,1,E2251734,
"Wyatt, L.C.; Nguyễn, C.H.; LeCroy, M.N.; Foster, V.; Kranick, J.; Yusuf, Y.; Sifuentes, S.; Trinh-Shevrin, C.; Kwon, S.C.","Prevalence of breast, cervical, and colorectal cancer screenings among select New York City populations",BMC Cancer,25,1,,
"Murphy, C.C.; Yeargin-Allsopp, M.; Découflé, P.; Drews- Botsch, C.D.","Prevalence of cerebral palsy among ten-year-old children in metropolitan Atlanta, 1985 through 1988",Journal of Pediatrics,123,5,S13,S20
"Simon, P.A.; Zeng, Z.; Wold, C.M.; Haddock, W.; Fielding, J.",Prevalence of childhood asthma and associated morbidity in Los Angeles County: Impacts of race/ethnicity and income,Journal of Asthma,40,5,535,543
"McDaniel, J.T.; Utami, R.J.; Martinasek, M.P.; White, R.M.",Prevalence of childhood asthma in US military and non-military families: Comparisons by rural–urban residence and geographic region,Chronic Illness,16,4,296,306
"Bramlett, M.D.; Blumberg, S.J.",Prevalence of children with special health care needs in metropolitan and micropolitan statistical areas in the United States,Maternal and Child Health Journal,12,4,488,498
"Reeves, W.C.; Jones, J.F.; Maloney, E.; Heim, C.; Hoaglin, D.C.; Boneva, R.S.; Morrissey, M.; Devlin, R.","Prevalence of chronic fatigue syndrome in metropolitan, urban, and rural Georgia",Population Health Metrics,5,,,
"Fernando, S.K.; Finkelstein, F.O.; Moore, B.A.; Weissman, S.",Prevalence of chronic kidney disease in an urban HIV infected population,American Journal of the Medical Sciences,335,2,89,94
"Rome, L.A.; Lippmann, M.L.; Dalsey, W.C.; Taggart, P.; Pomerantz, S.",Prevalence of cocaine use and its impact on asthma exacerbation in an urban population,Chest,117,5,1324,1329
"Ashktorab, H.; Paydar, M.; Namin, H.H.; Sanderson, A.; Begum, R.; Brim, H.; Panchal, H.; Lee, E.; Kibreab, A.; Nouraie, M.; Laiyemo, A.O.",Prevalence of colorectal neoplasia among young African Americans and Hispanic Americans,Digestive Diseases and Sciences,59,2,446,450
"Residori, L.; García-Lorda, P.; Flancbaum, L.; Pi-Sunyer, F.X.; Laferrère, B.",Prevalence of co-morbidities in obese patients before bariatric surgery: Effect of race,Obesity Surgery,13,3,333,340
"Sprafka, J.M.; Folsom, A.R.; Burke, G.L.; Edlavitch, S.A.","Prevalence of coronary heart disease risk factors in an urban black population: The Minnesota Heart Survey, 1986",Preventive Medicine,17,3,321,334
"Fei, K.; Benn, E.K.T.; Negron, R.; Arniella, G.; Tuhrim, S.; Horowitz, C.R.",Prevalence of Depression among Stroke Survivors Racial-Ethnic Differences,Stroke,47,2,512,515
"Ablah, E.; Dong, F.; Cupertino, A.P.; Konda, K.; Johnston, J.A.; Collins, T.",Prevalence of diabetes and pre-diabetes in Kansas,Ethnicity and Disease,23,4,415,420
"Lu, C.; Sun, W.",Prevalence of diabetes in Chinese adults,JAMA,311,2,199,200
"Bursell, S.-E.; Fonda, S.J.; Lewis, D.G.; Horton, M.B.",Prevalence of diabetic retinopathy and diabetic macular edema in a primary care-based teleophthalmology program for American indians and alaskan natives,PLOS ONE,13,6,,
"Besser, L.M.; Shin, M.; Kucik, J.E.; Correa, A.",Prevalence of down syndrome among children and adolescents in Metropolitan Atlanta,Birth Defects Research Part A - Clinical and Molecular Teratology,79,11,765,774
"Nunn, M.E.; Dietrich, T.; Singh, H.K.; Henshaw, M.M.; Kressin, N.R.",Prevalence of Early Childhood Caries among Very Young Urban Boston Children Compared with US Children,Journal of Public Health Dentistry,69,3,156,162
"Melman, S.T.; Nimeh, J.W.; Anbar, R.D.",Prevalence of elevated blood lead levels in an inner-city pediatric clinic population,Environmental Health Perspectives,106,10,655,657
"Esfandiari, A.; Jordan, W.C.; Brown, C.P.",Prevalence of enteric parasitic infection among HIV-infected attendees of an inner city AIDS clinic.,Cellular and Molecular Biology,41 Suppl 1,,S19,23
"Locke, G.E.; Lampert, D.; Hauser, W.A.; Levy, D.A.; Greenberg, D.; Wheeler, N.C.; Portera-Sánchez, A.",Prevalence of Epilepsy and Seizure Disorders in an Urban Minority Population: A Feasibility Study,Epilepsia,30,6,747,755
"Hankin, A.; Meagley, B.; Wei, S.C.; Houry, D.",Prevalence of exposure to risk factors for violence among young adults seen in an inner-city emergency department,Western Journal of Emergency Medicine,14,4,303,308
"Bhasin, T.K.; Brocksen, S.; Avchen, R.N.; van Naarden-Braun, K.","Prevalence of four developmental disabilities among children aged 8 years--Metropolitan Atlanta Developmental Disabilities Surveillance Program, 1996 and 2000.",MMWR Surveillance Summaries,55,1,1,9
"Kidd, K.M.; Sequeira, G.M.; Douglas, C.; Paglisotti, T.; Inwards-Breland, D.J.; Miller, E.; Coulter, R.W.S.",Prevalence of gender-diverse youth in an urban school district,Pediatrics,147,6,,
"Mathews, L.; Han, D.; Evans, M.K.; Zonderman, A.B.; Ndumele, C.E.; Crews, D.C.",Prevalence of Guideline-Directed Medical Therapy for Cardiovascular Disease Among Baltimore City Adults in the Healthy Aging in Neighborhoods of Diversity Across the Life Span (HANDLS) Study,Journal of Racial and Ethnic Health Disparities,9,2,538,545
"Miernyk, K.M.; Bulkow, L.R.; Gold, B.D.; Bruce, M.G.; Hurlburt, D.H.; Griffin, P.M.; Swerdlow, D.L.; Cook, K.; Hennessy, T.W.; Parkinson, A.J.",Prevalence of Helicobacter pylori among Alaskans: Factors associated with infection and comparison of urea breath test and anti-Helicobacter pylori IgG antibodies,Helicobacter,23,3,,
"Santiago-Muñoz, P.; Roberts, S.; Sheffield, J.; McElwee, B.; Wendel, G.D.",Prevalence of hepatitis B and C in pregnant women who are infected with human immunodeficiency virus,American Journal of Obstetrics and Gynecology,193,3 SUPPL.,1270,1273
